"","county","fips","totalcountconfirmed","totalcountdeaths","newcountconfirmed","newcountdeaths","date","PopDensity","Poverty_Estimate","Poverty_Percent","Median_Household_Income","State","Pop_Estimate","Rural_urban_Continuum_Code_2013","Urban_Influence_Code_2013","Total_age65plus","PopDensity_per_square_mile_of_land_area","HouseDensity.per.square.mile.of.land.area","ICU_Beds","elder_ratio","new_casesrate","PopCode"
"1","Alameda",1675839,28030,499,312,0,"2020-11-24",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.87190303542277,"1"
"2","Alameda",1675839,28378,502,348,3,"2020-11-25",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,2.08789184720231,"1"
"3","Alameda",1675839,28797,502,419,0,"2020-11-26",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,2.51386978154532,"1"
"4","Alameda",1675839,27718,499,246,0,"2020-11-23",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.47592354716026,"1"
"5","Alameda",1675839,50405,625,641,0,"2020-12-28",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,3.84580078751921,"1"
"6","Alameda",1675839,50946,625,541,0,"2020-12-29",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,3.24583186590935,"1"
"7","Alameda",1675839,51430,625,484,0,"2020-12-30",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,2.90384958059173,"1"
"8","Alameda",1675839,52475,657,1045,32,"2020-12-31",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,6.26967523082304,"1"
"9","Alameda",1675839,53518,656,1043,-1,"2021-01-01",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,6.25767585239085,"1"
"10","Alameda",1675839,54518,656,1000,0,"2021-01-02",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,5.99968921609861,"1"
"11","Alameda",1675839,55073,656,555,0,"2021-01-03",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,3.32982751493473,"1"
"12","Alameda",1675839,55899,656,826,0,"2021-01-04",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.95574329249745,"1"
"13","Alameda",1675839,29064,505,267,3,"2020-11-27",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.60191702069833,"1"
"14","Alameda",1675839,29368,511,304,6,"2020-11-28",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.82390552169398,"1"
"15","Alameda",1675839,29918,512,550,1,"2020-11-29",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,3.29982906885423,"1"
"16","Alameda",1675839,59172,729,1251,32,"2021-01-08",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,7.50561120933936,"1"
"17","Alameda",1675839,29972,512,54,0,"2020-11-30",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.323983217669325,"1"
"18","Alameda",1675839,30251,514,279,2,"2020-12-01",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.67391329129151,"1"
"19","Alameda",1675839,30697,520,446,6,"2020-12-02",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,2.67586139037998,"1"
"20","Alameda",1675839,31184,520,487,0,"2020-12-03",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,2.92184864824002,"1"
"21","Alameda",1675839,31871,522,687,2,"2020-12-04",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.12178649145974,"1"
"22","Alameda",1675839,32781,522,910,0,"2020-12-05",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,5.45971718664973,"1"
"23","Alameda",1675839,33477,522,696,0,"2020-12-06",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.17578369440463,"1"
"24","Alameda",1675839,33887,520,410,-2,"2020-12-07",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,2.45987257860043,"1"
"25","Alameda",1675839,34373,525,486,5,"2020-12-08",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,2.91584895902392,"1"
"26","Alameda",1675839,56432,656,533,0,"2021-01-05",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,3.19783435218056,"1"
"27","Alameda",1675839,57081,697,649,41,"2021-01-06",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,3.893798301248,"1"
"28","Alameda",1675839,57921,697,840,0,"2021-01-07",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,5.03973894152283,"1"
"29","Alameda",1675839,48365,619,838,0,"2020-12-25",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,5.02773956309063,"1"
"30","Alameda",1675839,49084,625,719,6,"2020-12-26",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.3137765463749,"1"
"31","Alameda",1675839,49764,625,680,0,"2020-12-27",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.07978866694705,"1"
"32","Alameda",1675839,76500,1041,330,4,"2021-02-07",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.97989744131254,"1"
"33","Alameda",1675839,76735,1041,235,0,"2021-02-08",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.40992696578317,"1"
"34","Alameda",1675839,77018,1051,283,10,"2021-02-09",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.69791204815591,"1"
"35","Alameda",1675839,77344,1063,326,12,"2021-02-10",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.95589868444815,"1"
"36","Alameda",1675839,77564,1064,220,1,"2021-02-11",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.31993162754169,"1"
"37","Alameda",1675839,77958,1088,394,24,"2021-02-12",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,2.36387755114285,"1"
"38","Alameda",1675839,78246,1120,288,32,"2021-02-13",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.7279104942364,"1"
"39","Alameda",1675839,78442,1120,196,0,"2021-02-14",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.17593908635533,"1"
"40","Alameda",1675839,78647,1121,205,1,"2021-02-15",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.22993628930021,"1"
"41","Alameda",1675839,78756,1122,109,1,"2021-02-16",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.653966124554748,"1"
"42","Alameda",1675839,78895,1125,139,3,"2021-02-17",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.833956801037706,"1"
"43","Alameda",1675839,79111,1126,216,1,"2021-02-18",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.2959328706773,"1"
"44","Alameda",1675839,79318,1171,207,45,"2021-02-19",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.24193566773241,"1"
"45","Alameda",1675839,79496,1171,178,0,"2021-02-20",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.06794468046555,"1"
"46","Alameda",1675839,79649,1200,153,29,"2021-02-21",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.917952450063087,"1"
"47","Alameda",1675839,79796,1200,147,0,"2021-02-22",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.881954314766495,"1"
"48","Alameda",1675839,5159,121,215,0,"2020-06-23",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.2899331814612,"1"
"49","Alameda",1675839,5242,122,83,1,"2020-06-24",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.497974204936184,"1"
"50","Alameda",1675839,5411,128,169,6,"2020-06-25",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.01394747752066,"1"
"51","Alameda",1675839,5522,130,111,2,"2020-06-26",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.665965502986945,"1"
"52","Alameda",1675839,5610,130,88,0,"2020-06-27",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.527972651016677,"1"
"53","Alameda",1675839,35047,526,674,1,"2020-12-09",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.04379053165046,"1"
"54","Alameda",1675839,35686,533,639,7,"2020-12-10",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,3.83380140908701,"1"
"55","Alameda",1675839,36281,538,595,5,"2020-12-11",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,3.56981508357867,"1"
"56","Alameda",1675839,37027,542,746,4,"2020-12-12",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.47576815520956,"1"
"57","Alameda",1675839,38064,542,1037,0,"2020-12-13",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,6.22167771709425,"1"
"58","Alameda",1675839,39252,546,1188,4,"2020-12-14",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,7.12763078872514,"1"
"59","Alameda",1675839,40026,558,774,12,"2020-12-15",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.64375945326032,"1"
"60","Alameda",1675839,40751,563,725,5,"2020-12-16",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.34977468167149,"1"
"61","Alameda",1675839,41548,574,797,11,"2020-12-17",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.78175230523059,"1"
"62","Alameda",1675839,42196,574,648,0,"2020-12-18",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,3.8877986120319,"1"
"63","Alameda",1675839,43109,585,913,11,"2020-12-19",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,5.47771625429803,"1"
"64","Alameda",1675839,44004,587,895,2,"2020-12-20",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,5.36972184840825,"1"
"65","Alameda",1675839,44756,588,752,1,"2020-12-21",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.51176629050615,"1"
"66","Alameda",1675839,45751,609,995,21,"2020-12-22",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,5.96969077001811,"1"
"67","Alameda",1675839,46753,616,1002,7,"2020-12-23",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,6.0116885945308,"1"
"68","Alameda",1675839,47527,619,774,3,"2020-12-24",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,4.64375945326032,"1"
"69","Alameda",1675839,75422,1021,454,22,"2021-02-04",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,2.72385890410877,"1"
"70","Alameda",1675839,75716,1030,294,9,"2021-02-05",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,1.76390862953299,"1"
"71","Alameda",1675839,76170,1037,454,7,"2021-02-06",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,2.72385890410877,"1"
"72","Alameda",1675839,29,0,29,0,"2020-03-18",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.17399098726686,"1"
"73","Alameda",1675839,36,0,7,0,"2020-03-19",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.0419978245126902,"1"
"74","Alameda",1675839,42,0,6,0,"2020-03-20",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.0359981352965916,"1"
"75","Alameda",1675839,62,0,20,0,"2020-03-21",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.119993784321972,"1"
"76","Alameda",1675839,72,1,10,1,"2020-03-22",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.0599968921609861,"1"
"77","Alameda",1675839,88,1,16,0,"2020-03-23",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.0959950274575777,"1"
"78","Alameda",1675839,96,2,8,1,"2020-03-24",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.0479975137287889,"1"
"79","Alameda",1675839,134,3,38,1,"2020-03-25",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.227988190211747,"1"
"80","Alameda",1675839,172,4,38,1,"2020-03-26",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.227988190211747,"1"
"81","Alameda",1675839,185,4,13,0,"2020-03-27",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.0779959598092819,"1"
"82","Alameda",1675839,205,6,20,2,"2020-03-28",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.119993784321972,"1"
"83","Alameda",1675839,207,6,2,0,"2020-03-29",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.0119993784321972,"1"
"84","Alameda",1675839,250,7,43,1,"2020-03-30",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.25798663629224,"1"
"85","Alameda",1675839,269,7,19,0,"2020-03-31",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.113994095105874,"1"
"86","Alameda",1675839,287,8,18,1,"2020-04-01",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.107994405889775,"1"
"87","Alameda",1675839,345,10,58,2,"2020-04-02",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.347981974533719,"1"
"88","Alameda",1675839,395,11,50,1,"2020-04-03",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.29998446080493,"1"
"89","Alameda",1675839,468,12,73,1,"2020-04-04",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.437977312775198,"1"
"90","Alameda",1675839,475,12,7,0,"2020-04-05",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.0419978245126902,"1"
"91","Alameda",1675839,527,13,52,1,"2020-04-06",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.311983839237127,"1"
"92","Alameda",1675839,560,14,33,1,"2020-04-07",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.197989744131254,"1"
"93","Alameda",1675839,594,15,34,1,"2020-04-08",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.203989433347353,"1"
"94","Alameda",1675839,641,17,47,2,"2020-04-09",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.281985393156634,"1"
"95","Alameda",1675839,706,26,65,9,"2020-04-10",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.389979799046409,"1"
"96","Alameda",1675839,751,26,45,0,"2020-04-11",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.269986014724437,"1"
"97","Alameda",1675839,774,26,23,0,"2020-04-12",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.137992851970268,"1"
"98","Alameda",1675839,821,31,47,5,"2020-04-13",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.281985393156634,"1"
"99","Alameda",1675839,843,37,22,6,"2020-04-14",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.131993162754169,"1"
"100","Alameda",1675839,915,37,72,0,"2020-04-15",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.4319776235591,"1"
"101","Alameda",1675839,981,44,66,7,"2020-04-16",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.395979488262508,"1"
"102","Alameda",1675839,1043,44,62,0,"2020-04-17",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.371980731398114,"1"
"103","Alameda",1675839,1085,44,42,0,"2020-04-18",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.251986947076141,"1"
"104","Alameda",1675839,1134,44,49,0,"2020-04-19",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.293984771588832,"1"
"105","Alameda",1675839,1181,50,47,6,"2020-04-20",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.281985393156634,"1"
"106","Alameda",1675839,1234,51,53,1,"2020-04-21",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.317983528453226,"1"
"107","Alameda",1675839,1275,53,41,2,"2020-04-22",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.245987257860043,"1"
"108","Alameda",1675839,1336,56,61,3,"2020-04-23",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.365981042182015,"1"
"109","Alameda",1675839,1385,56,49,0,"2020-04-24",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.293984771588832,"1"
"110","Alameda",1675839,1396,56,11,0,"2020-04-25",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.0659965813770847,"1"
"111","Alameda",1675839,1449,56,53,0,"2020-04-26",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.317983528453226,"1"
"112","Alameda",1675839,1494,59,45,3,"2020-04-27",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.269986014724437,"1"
"113","Alameda",1675839,1525,59,31,0,"2020-04-28",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.185990365699057,"1"
"114","Alameda",1675839,1564,63,39,4,"2020-04-29",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.233987879427846,"1"
"115","Alameda",1675839,1599,63,35,0,"2020-04-30",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.209989122563451,"1"
"116","Alameda",1675839,1630,63,31,0,"2020-05-01",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.185990365699057,"1"
"117","Alameda",1675839,1678,63,48,0,"2020-05-02",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.287985082372733,"1"
"118","Alameda",1675839,1731,65,53,2,"2020-05-03",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.317983528453226,"1"
"119","Alameda",1675839,1762,65,31,0,"2020-05-04",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.185990365699057,"1"
"120","Alameda",1675839,1819,69,57,4,"2020-05-05",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.341982285317621,"1"
"121","Alameda",1675839,1864,69,45,0,"2020-05-06",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.269986014724437,"1"
"122","Alameda",1675839,1914,69,50,0,"2020-05-07",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.29998446080493,"1"
"123","Alameda",1675839,1955,72,41,3,"2020-05-08",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.245987257860043,"1"
"124","Alameda",1675839,2011,75,56,3,"2020-05-09",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.335982596101522,"1"
"125","Alameda",1675839,2047,75,36,0,"2020-05-10",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.21598881177955,"1"
"126","Alameda",1675839,2103,75,56,0,"2020-05-11",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.335982596101522,"1"
"127","Alameda",1675839,2146,80,43,5,"2020-05-12",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.25798663629224,"1"
"128","Alameda",1675839,2181,80,35,0,"2020-05-13",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.209989122563451,"1"
"129","Alameda",1675839,2255,84,74,4,"2020-05-14",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.443977001991297,"1"
"130","Alameda",1675839,2289,85,34,1,"2020-05-15",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.203989433347353,"1"
"131","Alameda",1675839,2327,85,38,0,"2020-05-16",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.227988190211747,"1"
"132","Alameda",1675839,2389,85,62,0,"2020-05-17",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.371980731398114,"1"
"133","Alameda",1675839,2442,88,53,3,"2020-05-18",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.317983528453226,"1"
"134","Alameda",1675839,2493,88,51,0,"2020-05-19",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.305984150021029,"1"
"135","Alameda",1675839,2554,88,61,0,"2020-05-20",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.365981042182015,"1"
"136","Alameda",1675839,2606,90,52,2,"2020-05-21",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.311983839237127,"1"
"137","Alameda",1675839,2722,90,116,0,"2020-05-22",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.695963949067438,"1"
"138","Alameda",1675839,2783,92,61,2,"2020-05-23",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.365981042182015,"1"
"139","Alameda",1675839,2830,93,47,1,"2020-05-24",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.281985393156634,"1"
"140","Alameda",1675839,2900,93,70,0,"2020-05-25",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.419978245126902,"1"
"141","Alameda",1675839,2956,97,56,4,"2020-05-26",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.335982596101522,"1"
"142","Alameda",1675839,3037,97,81,0,"2020-05-27",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.485974826503987,"1"
"143","Alameda",1675839,3083,102,46,5,"2020-05-28",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.275985703940536,"1"
"144","Alameda",1675839,3209,103,126,1,"2020-05-29",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.755960841228424,"1"
"145","Alameda",1675839,3304,103,95,0,"2020-05-30",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.569970475529368,"1"
"146","Alameda",1675839,3362,104,58,1,"2020-05-31",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.347981974533719,"1"
"147","Alameda",1675839,3460,104,98,0,"2020-06-01",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.587969543177663,"1"
"148","Alameda",1675839,3517,104,57,0,"2020-06-02",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.341982285317621,"1"
"149","Alameda",1675839,3589,104,72,0,"2020-06-03",860.7570749,146315,8.9,107589,"CA",1666753,"1","1",230510,2043.6,788.3,282,0.138298836120289,0.4319776235591,"1"
